warehouse_id,warehouse_id_raw,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-C102534,WH-W102534,East,1.39,1
WH-N102535,WH-W102535,West,0.67,3
WH-S102536,WH-C102536,North,1.55,2
WH-E102537,WH-C102537,South,2.48,1
WH-W102538,WH-C102538,East,0.98,3
WH-C102539,WH-C102539,West,1.14,2
WH-N102540,WH-N102540,North,1.08,2
WH-S102541,WH-N102541,South,2.7,2
WH-E102542,WH-N102542,East,1.09,3
WH-W102543,WH-N102543,West,0.63,1
WH-C102544,WH-S102544,North,1.43,3
WH-N102545,WH-S102545,South,1.43,3
WH-S102546,WH-S102546,East,2.42,2
WH-E102547,WH-S102547,West,1.15,4
WH-W102548,WH-E102548,North,2.33,2
WH-C102549,WH-E102549,South,2.48,1
WH-N102550,WH-E102550,East,2.63,1
WH-S102551,WH-E102551,West,1.58,2
WH-E102552,WH-W102552,North,0.52,4
WH-W102553,WH-W102553,South,0.72,4
WH-C102554,WH-W102554,East,1.39,1
WH-N102555,WH-W102555,West,0.67,3
WH-S102556,WH-C102556,North,1.55,2
WH-E102557,WH-C102557,South,2.48,1
WH-W102558,WH-C102558,East,0.98,3
WH-C102559,WH-C102559,West,1.14,2
WH-N102560,WH-N102560,North,1.08,2
WH-S102561,WH-N102561,South,2.7,2
WH-E102562,WH-N102562,East,1.09,3
WH-W102563,WH-N102563,West,0.63,1
WH-C102564,WH-S102564,North,1.43,3
WH-N102565,WH-S102565,South,1.43,3
WH-S102566,WH-S102566,East,2.42,2
WH-E102567,WH-S102567,West,1.15,4
WH-W102568,WH-E102568,North,2.33,2
WH-C102569,WH-E102569,South,2.48,1
WH-N102570,WH-E102570,East,2.63,1
WH-S102571,WH-E102571,West,1.58,2
WH-E102572,WH-W102572,North,0.52,4
WH-W102573,WH-W102573,South,0.72,4
WH-C102574,WH-W102574,East,1.39,1
WH-N102575,WH-W102575,West,0.67,3
WH-S102576,WH-C102576,North,1.55,2
WH-E102577,WH-C102577,South,2.48,1
WH-W102578,WH-C102578,East,0.98,3
WH-C102579,WH-C102579,West,1.14,2
WH-N102580,WH-N102580,North,1.08,2
WH-S102581,WH-N102581,South,2.7,2
WH-E102582,WH-N102582,East,1.09,3
WH-W102583,WH-N102583,West,0.63,1
WH-C102584,WH-S102584,North,1.43,3
WH-N102585,WH-S102585,South,1.43,3
WH-S102586,WH-S102586,East,2.42,2
WH-E102587,WH-S102587,West,1.15,4
WH-W102588,WH-E102588,North,2.33,2
WH-C102589,WH-E102589,South,2.48,1
WH-N102590,WH-E102590,East,2.63,1
WH-S102591,WH-E102591,West,1.58,2
WH-E102592,WH-W102592,North,0.52,4
WH-W102593,WH-W102593,South,0.72,4
WH-C102594,WH-W102594,East,1.39,1
WH-N102595,WH-W102595,West,0.67,3
WH-S102596,WH-C102596,North,1.55,2
WH-E102597,WH-C102597,South,2.48,1
WH-W102598,WH-C102598,East,0.98,3
WH-C102599,WH-C102599,West,1.14,2
WH-N102600,WH-N102600,North,1.08,2
WH-S102601,WH-N102601,South,2.7,2
WH-E102602,WH-N102602,East,1.09,3
WH-W102603,WH-N102603,West,0.63,1
WH-C102604,WH-S102604,North,1.43,3
WH-N102605,WH-S102605,South,1.43,3
WH-S102606,WH-S102606,East,2.42,2
WH-E102607,WH-S102607,West,1.15,4
WH-W102608,WH-E102608,North,2.33,2
WH-C102609,WH-E102609,South,2.48,1
WH-N102610,WH-E102610,East,2.63,1
WH-S102611,WH-E102611,West,1.58,2
WH-E102612,WH-W102612,North,0.52,4
WH-W102613,WH-W102613,South,0.72,4
WH-C102614,WH-W102614,East,1.39,1
WH-N102615,WH-W102615,West,0.67,3
WH-S102616,WH-C102616,North,1.55,2
WH-E102617,WH-C102617,South,2.48,1
WH-W102618,WH-C102618,East,0.98,3
WH-C102619,WH-C102619,West,1.14,2
WH-N102620,WH-N102620,North,1.08,2
WH-S102621,WH-N102621,South,2.7,2
WH-E102622,WH-N102622,East,1.09,3
WH-W102623,WH-N102623,West,0.63,1
WH-C102624,WH-S102624,North,1.43,3
WH-N102625,WH-S102625,South,1.43,3
WH-S102626,WH-S102626,East,2.42,2
WH-E102627,WH-S102627,West,1.15,4
WH-W102628,WH-E102628,North,2.33,2
WH-C102629,WH-E102629,South,2.48,1
WH-N102630,WH-E102630,East,2.63,1
WH-S102631,WH-E102631,West,1.58,2
WH-E102632,WH-W102632,North,0.52,4
WH-W102633,WH-W102633,South,0.72,4
WH-C102634,WH-W102634,East,1.39,1
WH-N102635,WH-W102635,West,0.67,3
WH-S102636,WH-C102636,North,1.55,2
WH-E102637,WH-C102637,South,2.48,1
WH-W102638,WH-C102638,East,0.98,3
WH-C102639,WH-C102639,West,1.14,2
WH-N102640,WH-N102640,North,1.08,2
WH-S102641,WH-N102641,South,2.7,2
WH-E102642,WH-N102642,East,1.09,3
WH-W102643,WH-N102643,West,0.63,1
WH-C102644,WH-S102644,North,1.43,3
WH-N102645,WH-S102645,South,1.43,3
WH-S102646,WH-S102646,East,2.42,2
WH-E102647,WH-S102647,West,1.15,4
WH-W102648,WH-E102648,North,2.33,2
WH-C102649,WH-E102649,South,2.48,1
WH-N102650,WH-E102650,East,2.63,1
WH-S102651,WH-E102651,West,1.58,2
WH-E102652,WH-W102652,North,0.52,4
WH-W102653,WH-W102653,South,0.72,4
WH-C102654,WH-W102654,East,1.39,1
WH-N102655,WH-W102655,West,0.67,3
WH-S102656,WH-C102656,North,1.55,2
WH-E102657,WH-C102657,South,2.48,1
WH-W102658,WH-C102658,East,0.98,3
WH-C102659,WH-C102659,West,1.14,2
WH-N102660,WH-N102660,North,1.08,2
WH-S102661,WH-N102661,South,2.7,2
WH-E102662,WH-N102662,East,1.09,3
WH-W102663,WH-N102663,West,0.63,1
WH-C102664,WH-S102664,North,1.43,3
WH-N102665,WH-S102665,South,1.43,3
WH-S102666,WH-S102666,East,2.42,2
WH-E102667,WH-S102667,West,1.15,4
WH-W102668,WH-E102668,North,2.33,2
WH-C102669,WH-E102669,South,2.48,1
WH-N102670,WH-E102670,East,2.63,1
WH-S102671,WH-E102671,West,1.58,2
WH-E102672,WH-W102672,North,0.52,4
WH-W102673,WH-W102673,South,0.72,4
WH-C102674,WH-W102674,East,1.39,1
WH-N102675,WH-W102675,West,0.67,3
WH-S102676,WH-C102676,North,1.55,2
WH-E102677,WH-C102677,South,2.48,1
WH-W102678,WH-C102678,East,0.98,3
WH-C102679,WH-C102679,West,1.14,2
WH-N102680,WH-N102680,North,1.08,2
WH-S102681,WH-N102681,South,2.7,2
WH-E102682,WH-N102682,East,1.09,3
WH-W102683,WH-N102683,West,0.63,1
WH-C102684,WH-S102684,North,1.43,3
WH-N102685,WH-S102685,South,1.43,3
WH-S102686,WH-S102686,East,2.42,2
WH-E102687,WH-S102687,West,1.15,4
WH-W102688,WH-E102688,North,2.33,2
WH-C102689,WH-E102689,South,2.48,1
WH-N102690,WH-E102690,East,2.63,1
WH-S102691,WH-E102691,West,1.58,2
WH-E102692,WH-W102692,North,0.52,4
WH-W102693,WH-W102693,South,0.72,4
WH-C102694,WH-W102694,East,1.39,1
WH-N102695,WH-W102695,West,0.67,3
WH-S102696,WH-C102696,North,1.55,2
WH-E102697,WH-C102697,South,2.48,1
WH-W102698,WH-C102698,East,0.98,3
WH-C102699,WH-C102699,West,1.14,2
WH-N102700,WH-N102700,North,1.08,2
WH-S102701,WH-N102701,South,2.7,2
WH-E102702,WH-N102702,East,1.09,3
WH-W102703,WH-N102703,West,0.63,1
WH-C102704,WH-S102704,North,1.43,3
WH-N102705,WH-S102705,South,1.43,3
WH-S102706,WH-S102706,East,2.42,2
WH-E102707,WH-S102707,West,1.15,4
WH-W102708,WH-E102708,North,2.33,2
WH-C102709,WH-E102709,South,2.48,1
WH-N102710,WH-E102710,East,2.63,1
WH-S102711,WH-E102711,West,1.58,2
WH-E102712,WH-W102712,North,0.52,4
WH-W102713,WH-W102713,South,0.72,4
WH-C102714,WH-W102714,East,1.39,1
WH-N102715,WH-W102715,West,0.67,3
WH-S102716,WH-C102716,North,1.55,2
WH-E102717,WH-C102717,South,2.48,1
WH-W102718,WH-C102718,East,0.98,3
WH-C102719,WH-C102719,West,1.14,2
WH-N102720,WH-N102720,North,1.08,2
WH-S102721,WH-N102721,South,2.7,2
WH-E102722,WH-N102722,East,1.09,3
WH-W102723,WH-N102723,West,0.63,1
WH-C102724,WH-S102724,North,1.43,3
WH-N102725,WH-S102725,South,1.43,3
WH-S102726,WH-S102726,East,2.42,2
WH-E102727,WH-S102727,West,1.15,4
WH-W102728,WH-E102728,North,2.33,2
WH-C102729,WH-E102729,South,2.48,1
WH-N102730,WH-E102730,East,2.63,1
WH-S102731,WH-E102731,West,1.58,2
WH-E102732,WH-W102732,North,0.52,4
WH-W102733,WH-W102733,South,0.72,4
WH-C102734,WH-W102734,East,1.39,1
WH-N102735,WH-W102735,West,0.67,3
WH-S102736,WH-C102736,North,1.55,2
WH-E102737,WH-C102737,South,2.48,1
WH-W102738,WH-C102738,East,0.98,3
WH-C102739,WH-C102739,West,1.14,2
WH-N102740,WH-N102740,North,1.08,2
WH-S102741,WH-N102741,South,2.7,2
WH-E102742,WH-N102742,East,1.09,3
WH-W102743,WH-N102743,West,0.63,1
WH-C102744,WH-S102744,North,1.43,3
WH-N102745,WH-S102745,South,1.43,3
WH-S102746,WH-S102746,East,2.42,2
WH-E102747,WH-S102747,West,1.15,4
WH-W102748,WH-E102748,North,2.33,2
WH-C102749,WH-E102749,South,2.48,1
WH-N102750,WH-E102750,East,2.63,1
WH-S102751,WH-E102751,West,1.58,2
WH-E102752,WH-W102752,North,0.52,4
WH-W102753,WH-W102753,South,0.72,4
WH-C102754,WH-W102754,East,1.39,1
WH-N102755,WH-W102755,West,0.67,3
WH-S102756,WH-C102756,North,1.55,2
WH-E102757,WH-C102757,South,2.48,1
WH-W102758,WH-C102758,East,0.98,3
WH-C102759,WH-C102759,West,1.14,2
WH-N102760,WH-N102760,North,1.08,2
WH-S102761,WH-N102761,South,2.7,2
WH-E102762,WH-N102762,East,1.09,3
WH-W102763,WH-N102763,West,0.63,1
WH-C102764,WH-S102764,North,1.43,3
WH-N102765,WH-S102765,South,1.43,3
WH-S102766,WH-S102766,East,2.42,2
WH-E102767,WH-S102767,West,1.15,4
WH-W102768,WH-E102768,North,2.33,2
WH-C102769,WH-E102769,South,2.48,1
WH-N102770,WH-E102770,East,2.63,1
WH-S102771,WH-E102771,West,1.58,2
WH-E102772,WH-W102772,North,0.52,4
WH-W102773,WH-W102773,South,0.72,4
WH-C102774,WH-W102774,East,1.39,1
WH-N102775,WH-W102775,West,0.67,3
WH-S102776,WH-C102776,North,1.55,2
WH-E102777,WH-C102777,South,2.48,1
WH-W102778,WH-C102778,East,0.98,3
WH-C102779,WH-C102779,West,1.14,2
WH-N102780,WH-N102780,North,1.08,2
WH-S102781,WH-N102781,South,2.7,2
WH-E102782,WH-N102782,East,1.09,3
WH-W102783,WH-N102783,West,0.63,1
WH-C102784,WH-S102784,North,1.43,3
WH-N102785,WH-S102785,South,1.43,3
WH-S102786,WH-S102786,East,2.42,2
WH-E102787,WH-S102787,West,1.15,4
WH-W102788,WH-E102788,North,2.33,2
WH-C102789,WH-E102789,South,2.48,1
WH-N102790,WH-E102790,East,2.63,1
WH-S102791,WH-E102791,West,1.58,2
WH-E102792,WH-W102792,North,0.52,4
WH-W102793,WH-W102793,South,0.72,4
WH-C102794,WH-W102794,East,1.39,1
WH-N102795,WH-W102795,West,0.67,3
WH-S102796,WH-C102796,North,1.55,2
WH-E102797,WH-C102797,South,2.48,1
WH-W102798,WH-C102798,East,0.98,3
WH-C102799,WH-C102799,West,1.14,2
WH-N102800,WH-N102800,North,1.08,2
WH-S102801,WH-N102801,South,2.7,2
WH-E102802,WH-N102802,East,1.09,3
WH-W102803,WH-N102803,West,0.63,1
WH-C102804,WH-S102804,North,1.43,3
WH-N102805,WH-S102805,South,1.43,3
WH-S102806,WH-S102806,East,2.42,2
WH-E102807,WH-S102807,West,1.15,4
WH-W102808,WH-E102808,North,2.33,2
WH-C102809,WH-E102809,South,2.48,1
WH-N102810,WH-E102810,East,2.63,1
WH-S102811,WH-E102811,West,1.58,2
WH-E102812,WH-W102812,North,0.52,4
WH-W102813,WH-W102813,South,0.72,4
WH-C102814,WH-W102814,East,1.39,1
WH-N102815,WH-W102815,West,0.67,3
WH-S102816,WH-C102816,North,1.55,2
WH-E102817,WH-C102817,South,2.48,1
WH-W102818,WH-C102818,East,0.98,3
WH-C102819,WH-C102819,West,1.14,2
WH-N102820,WH-N102820,North,1.08,2
WH-S102821,WH-N102821,South,2.7,2
WH-E102822,WH-N102822,East,1.09,3
WH-W102823,WH-N102823,West,0.63,1
WH-C102824,WH-S102824,North,1.43,3
WH-N102825,WH-S102825,South,1.43,3
WH-S102826,WH-S102826,East,2.42,2
WH-E102827,WH-S102827,West,1.15,4
WH-W102828,WH-E102828,North,2.33,2
WH-C102829,WH-E102829,South,2.48,1
WH-N102830,WH-E102830,East,2.63,1
WH-S102831,WH-E102831,West,1.58,2
WH-E102832,WH-W102832,North,0.52,4
WH-W102833,WH-W102833,South,0.72,4
WH-C102834,WH-W102834,East,1.39,1
WH-N102835,WH-W102835,West,0.67,3
WH-S102836,WH-C102836,North,1.55,2
WH-E102837,WH-C102837,South,2.48,1
WH-W102838,WH-C102838,East,0.98,3
WH-C102839,WH-C102839,West,1.14,2
WH-N102840,WH-N102840,North,1.08,2
WH-S102841,WH-N102841,South,2.7,2
WH-E102842,WH-N102842,East,1.09,3
WH-W102843,WH-N102843,West,0.63,1
WH-C102844,WH-S102844,North,1.43,3
WH-N102845,WH-S102845,South,1.43,3
WH-S102846,WH-S102846,East,2.42,2
WH-E102847,WH-S102847,West,1.15,4
WH-W102848,WH-E102848,North,2.33,2
WH-C102849,WH-E102849,South,2.48,1
WH-N102850,WH-E102850,East,2.63,1
WH-S102851,WH-E102851,West,1.58,2
WH-E102852,WH-W102852,North,0.52,4
WH-W102853,WH-W102853,South,0.72,4
WH-C102854,WH-W102854,East,1.39,1
WH-N102855,WH-W102855,West,0.67,3
WH-S102856,WH-C102856,North,1.55,2
WH-E102857,WH-C102857,South,2.48,1
WH-W102858,WH-C102858,East,0.98,3
WH-C102859,WH-C102859,West,1.14,2
WH-N102860,WH-N102860,North,1.08,2
WH-S102861,WH-N102861,South,2.7,2
WH-E102862,WH-N102862,East,1.09,3
WH-W102863,WH-N102863,West,0.63,1
WH-C102864,WH-S102864,North,1.43,3
WH-N102865,WH-S102865,South,1.43,3
WH-S102866,WH-S102866,East,2.42,2
WH-E102867,WH-S102867,West,1.15,4
WH-W102868,WH-E102868,North,2.33,2
WH-C102869,WH-E102869,South,2.48,1
WH-N102870,WH-E102870,East,2.63,1
WH-S102871,WH-E102871,West,1.58,2
WH-E102872,WH-W102872,North,0.52,4
WH-W102873,WH-W102873,South,0.72,4
WH-C102874,WH-W102874,East,1.39,1
WH-N102875,WH-W102875,West,0.67,3
WH-S102876,WH-C102876,North,1.55,2
WH-E102877,WH-C102877,South,2.48,1
WH-W102878,WH-C102878,East,0.98,3
WH-C102879,WH-C102879,West,1.14,2
WH-N102880,WH-N102880,North,1.08,2
WH-S102881,WH-N102881,South,2.7,2
WH-E102882,WH-N102882,East,1.09,3
WH-W102883,WH-N102883,West,0.63,1
WH-C102884,WH-S102884,North,1.43,3
WH-N102885,WH-S102885,South,1.43,3
WH-S102886,WH-S102886,East,2.42,2
WH-E102887,WH-S102887,West,1.15,4
WH-W102888,WH-E102888,North,2.33,2
WH-C102889,WH-E102889,South,2.48,1
WH-N102890,WH-E102890,East,2.63,1
WH-S102891,WH-E102891,West,1.58,2
WH-E102892,WH-W102892,North,0.52,4
WH-W102893,WH-W102893,South,0.72,4
WH-C102894,WH-W102894,East,1.39,1
WH-N102895,WH-W102895,West,0.67,3
WH-S102896,WH-C102896,North,1.55,2
WH-E102897,WH-C102897,South,2.48,1
WH-W102898,WH-C102898,East,0.98,3
WH-C102899,WH-C102899,West,1.14,2
WH-N102900,WH-N102900,North,1.08,2
WH-S102901,WH-N102901,South,2.7,2
WH-E102902,WH-N102902,East,1.09,3
WH-W102903,WH-N102903,West,0.63,1
WH-C102904,WH-S102904,North,1.43,3
WH-N102905,WH-S102905,South,1.43,3
WH-S102906,WH-S102906,East,2.42,2
WH-E102907,WH-S102907,West,1.15,4
WH-W102908,WH-E102908,North,2.33,2
WH-C102909,WH-E102909,South,2.48,1
WH-N102910,WH-E102910,East,2.63,1
WH-S102911,WH-E102911,West,1.58,2
WH-E102912,WH-W102912,North,0.52,4
WH-W102913,WH-W102913,South,0.72,4
WH-C102914,WH-W102914,East,1.39,1
WH-N102915,WH-W102915,West,0.67,3
WH-S102916,WH-C102916,North,1.55,2
WH-E102917,WH-C102917,South,2.48,1
WH-W102918,WH-C102918,East,0.98,3
WH-C102919,WH-C102919,West,1.14,2
WH-N102920,WH-N102920,North,1.08,2
WH-S102921,WH-N102921,South,2.7,2
WH-E102922,WH-N102922,East,1.09,3
WH-W102923,WH-N102923,West,0.63,1
WH-C102924,WH-S102924,North,1.43,3
WH-N102925,WH-S102925,South,1.43,3
WH-S102926,WH-S102926,East,2.42,2
WH-E102927,WH-S102927,West,1.15,4
WH-W102928,WH-E102928,North,2.33,2
WH-C102929,WH-E102929,South,2.48,1
WH-N102930,WH-E102930,East,2.63,1
WH-S102931,WH-E102931,West,1.58,2
WH-E102932,WH-W102932,North,0.52,4
WH-W102933,WH-W102933,South,0.72,4
WH-C102934,WH-W102934,East,1.39,1
WH-N102935,WH-W102935,West,0.67,3
WH-S102936,WH-C102936,North,1.55,2
WH-E102937,WH-C102937,South,2.48,1
WH-W102938,WH-C102938,East,0.98,3
WH-C102939,WH-C102939,West,1.14,2
WH-N102940,WH-N102940,North,1.08,2
WH-S102941,WH-N102941,South,2.7,2
WH-E102942,WH-N102942,East,1.09,3
WH-W102943,WH-N102943,West,0.63,1
WH-C102944,WH-S102944,North,1.43,3
WH-N102945,WH-S102945,South,1.43,3
WH-S102946,WH-S102946,East,2.42,2
WH-E102947,WH-S102947,West,1.15,4
WH-W102948,WH-E102948,North,2.33,2
WH-C102949,WH-E102949,South,2.48,1
WH-N102950,WH-E102950,East,2.63,1
WH-S102951,WH-E102951,West,1.58,2
WH-E102952,WH-W102952,North,0.52,4
WH-W102953,WH-W102953,South,0.72,4
WH-C102954,WH-W102954,East,1.39,1
WH-N102955,WH-W102955,West,0.67,3
WH-S102956,WH-C102956,North,1.55,2
WH-E102957,WH-C102957,South,2.48,1
WH-W102958,WH-C102958,East,0.98,3
WH-C102959,WH-C102959,West,1.14,2
WH-N102960,WH-N102960,North,1.08,2
WH-S102961,WH-N102961,South,2.7,2
WH-E102962,WH-N102962,East,1.09,3
WH-W102963,WH-N102963,West,0.63,1
WH-C102964,WH-S102964,North,1.43,3
WH-N102965,WH-S102965,South,1.43,3
WH-S102966,WH-S102966,East,2.42,2
WH-E102967,WH-S102967,West,1.15,4
WH-W102968,WH-E102968,North,2.33,2
WH-C102969,WH-E102969,South,2.48,1
WH-N102970,WH-E102970,East,2.63,1
WH-S102971,WH-E102971,West,1.58,2
WH-E102972,WH-W102972,North,0.52,4
WH-W102973,WH-W102973,South,0.72,4
WH-C102974,WH-W102974,East,1.39,1
WH-N102975,WH-W102975,West,0.67,3
WH-S102976,WH-C102976,North,1.55,2
WH-E102977,WH-C102977,South,2.48,1
WH-W102978,WH-C102978,East,0.98,3
WH-C102979,WH-C102979,West,1.14,2
WH-N102980,WH-N102980,North,1.08,2
WH-S102981,WH-N102981,South,2.7,2
WH-E102982,WH-N102982,East,1.09,3
WH-W102983,WH-N102983,West,0.63,1
WH-C102984,WH-S102984,North,1.43,3
WH-N102985,WH-S102985,South,1.43,3
WH-S102986,WH-S102986,East,2.42,2
WH-E102987,WH-S102987,West,1.15,4
WH-W102988,WH-E102988,North,2.33,2
WH-C102989,WH-E102989,South,2.48,1
WH-N102990,WH-E102990,East,2.63,1
WH-S102991,WH-E102991,West,1.58,2
WH-E102992,WH-W102992,North,0.52,4
WH-W102993,WH-W102993,South,0.72,4
WH-C102994,WH-W102994,East,1.39,1
WH-N102995,WH-W102995,West,0.67,3
WH-S102996,WH-C102996,North,1.55,2
WH-E102997,WH-C102997,South,2.48,1
WH-W102998,WH-C102998,East,0.98,3
WH-C102999,WH-C102999,West,1.14,2
WH-N103000,WH-N103000,North,1.08,2
WH-S103001,WH-N103001,South,2.7,2
WH-E103002,WH-N103002,East,1.09,3
WH-W103003,WH-N103003,West,0.63,1
WH-C103004,WH-S103004,North,1.43,3
WH-N103005,WH-S103005,South,1.43,3
WH-S103006,WH-S103006,East,2.42,2
WH-E103007,WH-S103007,West,1.15,4
WH-W103008,WH-E103008,North,2.33,2
WH-C103009,WH-E103009,South,2.48,1
WH-N103010,WH-E103010,East,2.63,1
WH-S103011,WH-E103011,West,1.58,2
WH-E103012,WH-W103012,North,0.52,4
WH-W103013,WH-W103013,South,0.72,4
WH-C103014,WH-W103014,East,1.39,1
WH-N103015,WH-W103015,West,0.67,3
WH-S103016,WH-C103016,North,1.55,2
WH-E103017,WH-C103017,South,2.48,1
WH-W103018,WH-C103018,East,0.98,3
WH-C103019,WH-C103019,West,1.14,2
WH-N103020,WH-N103020,North,1.08,2
WH-S103021,WH-N103021,South,2.7,2
WH-E103022,WH-N103022,East,1.09,3
WH-W103023,WH-N103023,West,0.63,1
WH-C103024,WH-S103024,North,1.43,3
WH-N103025,WH-S103025,South,1.43,3
WH-S103026,WH-S103026,East,2.42,2
WH-E103027,WH-S103027,West,1.15,4
WH-W103028,WH-E103028,North,2.33,2
WH-C103029,WH-E103029,South,2.48,1
WH-N103030,WH-E103030,East,2.63,1
WH-S103031,WH-E103031,West,1.58,2
WH-E103032,WH-W103032,North,0.52,4
WH-W103033,WH-W103033,South,0.72,4
WH-C103034,WH-W103034,East,1.39,1
WH-N103035,WH-W103035,West,0.67,3
WH-S103036,WH-C103036,North,1.55,2
WH-E103037,WH-C103037,South,2.48,1
WH-W103038,WH-C103038,East,0.98,3
WH-C103039,WH-C103039,West,1.14,2
WH-N103040,WH-N103040,North,1.08,2
WH-S103041,WH-N103041,South,2.7,2
WH-E103042,WH-N103042,East,1.09,3
WH-W103043,WH-N103043,West,0.63,1
WH-C103044,WH-S103044,North,1.43,3
WH-N103045,WH-S103045,South,1.43,3
WH-S103046,WH-S103046,East,2.42,2
WH-E103047,WH-S103047,West,1.15,4
WH-W103048,WH-E103048,North,2.33,2
WH-C103049,WH-E103049,South,2.48,1
WH-N103050,WH-E103050,East,2.63,1
WH-S103051,WH-E103051,West,1.58,2
WH-E103052,WH-W103052,North,0.52,4
WH-W103053,WH-W103053,South,0.72,4
WH-C103054,WH-W103054,East,1.39,1
WH-N103055,WH-W103055,West,0.67,3
WH-S103056,WH-C103056,North,1.55,2
WH-E103057,WH-C103057,South,2.48,1
WH-W103058,WH-C103058,East,0.98,3
WH-C103059,WH-C103059,West,1.14,2
WH-N103060,WH-N103060,North,1.08,2
WH-S103061,WH-N103061,South,2.7,2
WH-E103062,WH-N103062,East,1.09,3
WH-W103063,WH-N103063,West,0.63,1
WH-C103064,WH-S103064,North,1.43,3
WH-N103065,WH-S103065,South,1.43,3
WH-S103066,WH-S103066,East,2.42,2
WH-E103067,WH-S103067,West,1.15,4
WH-W103068,WH-E103068,North,2.33,2
WH-C103069,WH-E103069,South,2.48,1
WH-N103070,WH-E103070,East,2.63,1
WH-S103071,WH-E103071,West,1.58,2
WH-E103072,WH-W103072,North,0.52,4
WH-W103073,WH-W103073,South,0.72,4
WH-C103074,WH-W103074,East,1.39,1
WH-N103075,WH-W103075,West,0.67,3
WH-S103076,WH-C103076,North,1.55,2
WH-E103077,WH-C103077,South,2.48,1
WH-W103078,WH-C103078,East,0.98,3
WH-C103079,WH-C103079,West,1.14,2
WH-N103080,WH-N103080,North,1.08,2
WH-S103081,WH-N103081,South,2.7,2
WH-E103082,WH-N103082,East,1.09,3
WH-W103083,WH-N103083,West,0.63,1
WH-C103084,WH-S103084,North,1.43,3
WH-N103085,WH-S103085,South,1.43,3
WH-S103086,WH-S103086,East,2.42,2
WH-E103087,WH-S103087,West,1.15,4
WH-W103088,WH-E103088,North,2.33,2
WH-C103089,WH-E103089,South,2.48,1
WH-N103090,WH-E103090,East,2.63,1
WH-S103091,WH-E103091,West,1.58,2
WH-E103092,WH-W103092,North,0.52,4
WH-W103093,WH-W103093,South,0.72,4
WH-C103094,WH-W103094,East,1.39,1
WH-N103095,WH-W103095,West,0.67,3
WH-S103096,WH-C103096,North,1.55,2
WH-E103097,WH-C103097,South,2.48,1
WH-W103098,WH-C103098,East,0.98,3
WH-C103099,WH-C103099,West,1.14,2
WH-N103100,WH-N103100,North,1.08,2
WH-S103101,WH-N103101,South,2.7,2
WH-E103102,WH-N103102,East,1.09,3
WH-W103103,WH-N103103,West,0.63,1
WH-C103104,WH-S103104,North,1.43,3
WH-N103105,WH-S103105,South,1.43,3
WH-S103106,WH-S103106,East,2.42,2
WH-E103107,WH-S103107,West,1.15,4
WH-W103108,WH-E103108,North,2.33,2
WH-C103109,WH-E103109,South,2.48,1
WH-N103110,WH-E103110,East,2.63,1
WH-S103111,WH-E103111,West,1.58,2
WH-E103112,WH-W103112,North,0.52,4
WH-W103113,WH-W103113,South,0.72,4
WH-C103114,WH-W103114,East,1.39,1
WH-N103115,WH-W103115,West,0.67,3
WH-S103116,WH-C103116,North,1.55,2
WH-E103117,WH-C103117,South,2.48,1
WH-W103118,WH-C103118,East,0.98,3
WH-C103119,WH-C103119,West,1.14,2
WH-N103120,WH-N103120,North,1.08,2
WH-S103121,WH-N103121,South,2.7,2
WH-E103122,WH-N103122,East,1.09,3
WH-W103123,WH-N103123,West,0.63,1
WH-C103124,WH-S103124,North,1.43,3
WH-N103125,WH-S103125,South,1.43,3
WH-S103126,WH-S103126,East,2.42,2
WH-E103127,WH-S103127,West,1.15,4
WH-W103128,WH-E103128,North,2.33,2
WH-C103129,WH-E103129,South,2.48,1
WH-N103130,WH-E103130,East,2.63,1
WH-S103131,WH-E103131,West,1.58,2
WH-E103132,WH-W103132,North,0.52,4
WH-W103133,WH-W103133,South,0.72,4
WH-C103134,WH-W103134,East,1.39,1
WH-N103135,WH-W103135,West,0.67,3
WH-S103136,WH-C103136,North,1.55,2
WH-E103137,WH-C103137,South,2.48,1
WH-W103138,WH-C103138,East,0.98,3
WH-C103139,WH-C103139,West,1.14,2
WH-N103140,WH-N103140,North,1.08,2
WH-S103141,WH-N103141,South,2.7,2
WH-E103142,WH-N103142,East,1.09,3
WH-W103143,WH-N103143,West,0.63,1
WH-C103144,WH-S103144,North,1.43,3
WH-N103145,WH-S103145,South,1.43,3
WH-S103146,WH-S103146,East,2.42,2
WH-E103147,WH-S103147,West,1.15,4
WH-W103148,WH-E103148,North,2.33,2
WH-C103149,WH-E103149,South,2.48,1
WH-N103150,WH-E103150,East,2.63,1
WH-S103151,WH-E103151,West,1.58,2
WH-E103152,WH-W103152,North,0.52,4
WH-W103153,WH-W103153,South,0.72,4
WH-C103154,WH-W103154,East,1.39,1
WH-N103155,WH-W103155,West,0.67,3
WH-S103156,WH-C103156,North,1.55,2
WH-E103157,WH-C103157,South,2.48,1
WH-W103158,WH-C103158,East,0.98,3
WH-C103159,WH-C103159,West,1.14,2
WH-N103160,WH-N103160,North,1.08,2
WH-S103161,WH-N103161,South,2.7,2
WH-E103162,WH-N103162,East,1.09,3
WH-W103163,WH-N103163,West,0.63,1
WH-C103164,WH-S103164,North,1.43,3
WH-N103165,WH-S103165,South,1.43,3
WH-S103166,WH-S103166,East,2.42,2
WH-E103167,WH-S103167,West,1.15,4
